,site_id,strategy_id,list_type,line_id,adv_id,adv_vertical,name,goal,price,limit,avg_bid,max_bid,impressions,conversions,avg_imps_site,stdev_imps_site,win_rate_site,win_rate_strat,cvr_strat,cvr,line_cvr,hist_zscore,overlap,target_variable,win_rate_site_table,win_rate_strat_table
47,96362,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.45454547,,,0.0,6.02181099944e-06,-0.0598078368049,0.0004505768,0,0.1475,0.454280440429
48,96402,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.29230386,,,0.0,6.02181099944e-06,-0.120518446218,0.0004505768,0,0.283275635669,0.454280440429
49,98634,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.63903016,,,0.000266489007328,6.02181099944e-06,3.59474281393,0.0003379326,0,0.635793945831,0.454280440429
50,101971,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,165,0,1,10.182166,0.4458572,,,0.000446760982874,6.02181099944e-06,7.46690839073,0.0015770188,0,0.649352282732,0.454280440429
51,102905,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.03473227,,,0.00869565217391,6.02181099944e-06,6.11717520381,0.0016896629,0,0.0490566037736,0.454280440429
52,103721,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,,,,0.021978021978,6.02181099944e-06,35.1079541201,0.0,0,0.444444444444,0.454280440429
53,141020,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.7804878,,,0.0242914979757,6.02181099944e-06,102.711989953,0.0003379326,0,0.780487804878,0.454280440429
54,206974,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.0,,,0.0,6.02181099944e-06,-0.022756952226,0.000563221,0,0.000328191663932,0.454280440429
55,239908,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,52,0,0,2.8002384,0.5206107,,,0.000627352572146,6.02181099944e-06,1.51741183816,0.0027034609,0,0.477821695213,0.454280440429
56,393311,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.59639233,,,0.00156843321776,6.02181099944e-06,56.4990376407,0.0038299027,0,0.568002549598,0.454280440429
57,394747,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,1.0,,,0.0,6.02181099944e-06,-0.0610534481235,0.029062204,0,1.0,0.454280440429
58,467399,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,302,0,7,26.804401,0.8171775,,,0.00116063138347,6.02181099944e-06,19.1996362791,0.0012390862,0,0.817177476835,0.454280440429
59,526398,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.6872863,,,0.0,6.02181099944e-06,-0.203633104022,0.0006758652,0,0.683024280299,0.454280440429
60,536553,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.425,,,0.0,6.02181099944e-06,-0.0223565053727,0.0,0,0.315151515152,0.454280440429
61,541965,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,23,0,0,0.85625803,0.7989962,,,0.00241662638956,6.02181099944e-06,46.3442877125,0.0043931236,0,0.793586005831,0.454280440429
62,559018,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.05816135,,,0.000558347292016,6.02181099944e-06,10.9451680656,0.0020275956,0,0.076096687556,0.454280440429
63,562538,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,209,0,11,29.647047,0.8038462,,,0.00373831775701,6.02181099944e-06,14.2396824043,0.002816105,0,0.803846153846,0.454280440429
64,569548,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.8333333,,,0.00564971751412,6.02181099944e-06,104.097058948,0.0029287492,0,0.818181818182,0.454280440429
65,574200,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,32,0,0,1.9669837,0.22094311,,,0.00460829493088,6.02181099944e-06,44.4340556543,0.0032666817,0,0.21825,0.454280440429
66,698429,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,15,0,0,0.46840844,0.8488722,,,0.00285364859356,6.02181099944e-06,39.1704519109,0.0016896629,0,0.893659180978,0.454280440429
67,750404,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,148,0,3,12.271569,0.82729286,,,0.00127530687072,6.02181099944e-06,28.7214373902,0.0030413934,0,0.827433628319,0.454280440429
68,792583,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.8888889,,,0.00689655172414,6.02181099944e-06,5.41588660895,0.0,0,0.888888888889,0.454280440429
69,813460,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.72449404,,,0.000849256900212,6.02181099944e-06,6.68056748253,0.0010137978,0,0.707134410721,0.454280440429
70,976001,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,,,,0.0588235294118,6.02181099944e-06,59.0254751271,0.0,0,1.0,0.454280440429
71,1409648,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,8,0,0,0.90578794,0.72727275,,,0.00557103064067,6.02181099944e-06,17.4295273708,0.0006758652,0,0.727272727273,0.454280440429
72,1465912,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.7154518,,,0.000294550810015,6.02181099944e-06,3.80064877573,0.001126442,0,0.767248545303,0.454280440429
73,1751434,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.23564197,,,0.000820344544709,6.02181099944e-06,6.56159802256,0.0010137978,0,0.224330250739,0.454280440429
74,1845223,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.7692308,,,0.05,6.02181099944e-06,16.3289966027,0.0,0,0.666666666667,0.454280440429
75,3654664,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.33949783,,,0.000832540437678,6.02181099944e-06,20.9879552355,0.0023655281,0,0.326057418365,0.454280440429
76,24661689,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.5,,,0.0,6.02181099944e-06,-0.00347040267959,0.0,0,0.5,0.454280440429
77,321964785,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.9239905,,,0.00119904076739,6.02181099944e-06,7.98135188591,0.0021402398,0,0.806468172485,0.454280440429
78,414463570,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,107,0,1,7.3831134,0.80948246,,,0.000390879478827,6.02181099944e-06,6.95724824603,0.0016896629,0,0.805807872282,0.454280440429
79,1051425725,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.560269,,,0.0,6.02181099944e-06,-0.0869334139499,0.0002252884,0,0.532954006638,0.454280440429
80,1088922428,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,,,,0.00300751879699,6.02181099944e-06,12.7529612429,0.0004505768,0,0.271828665568,0.454280440429
81,1095545617,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.7454874,,,0.0,6.02181099944e-06,-0.0515912448157,0.0004505768,0,0.736842105263,0.454280440429
82,1102206782,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,71,0,4,10.760687,0.07215447,,,0.00224466891134,6.02181099944e-06,10.9927104683,0.0015770188,0,0.394444444444,0.454280440429
83,1102386957,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,26,0,0,2.9744992,0.9148936,,,0.00917431192661,6.02181099944e-06,6.29259384184,0.0021402398,0,0.914893617021,0.454280440429
84,1102388002,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,11,0,0,0.49391484,0.87370145,,,0.00112170499159,6.02181099944e-06,7.71254346441,0.0020275956,0,0.867947178872,0.454280440429
85,1102390937,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,8,0,0,0.4092927,0.8896011,,,0.00146198830409,6.02181099944e-06,8.83478566455,0.0040551913,0,0.898305084746,0.454280440429
86,1102403889,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,9,0,0,0.49596092,0.8956044,,,0.00286532951289,6.02181099944e-06,3.42701957392,0.0004505768,0,0.873786407767,0.454280440429
87,1102404656,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,3,0,0,0.10599294,0.94430995,,,0.00233644859813,6.02181099944e-06,3.08085836893,0.0012390862,0,0.929166666667,0.454280440429
88,1109484301,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.7239583,,,0.00662251655629,6.02181099944e-06,5.30215842827,0.0001126442,0,0.706467661692,0.454280440429
89,1116120945,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,0,0,0,0.0,0.32717872,,,0.0,6.02181099944e-06,-0.0755161536902,0.0003379326,0,0.323401162791,0.454280440429
90,1147830293,322002,testing,22891,1525.0,Philanthropy,Travis,8.0,3.0,5000.0,6.0,110.0,24,0,0,0.7307208,0.35869804,,,0.00176263219741,6.02181099944e-06,15.1391312136,0.0002252884,0,0.432634730539,0.454280440429
91,85,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,,,,0.0192307692308,0.00695231386481,0.115295933076,0.0005682615,0,0.131004366812,0.209372642399
92,167,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,11,0,0,0.9273496,0.74647886,,,0.0204081632653,0.00695231386481,1.3439345702,0.0034095687,0,0.746478873239,0.209372642399
93,180,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.23076923,,,0.0371900826446,0.00695231386481,3.74364166111,0.0017679245,0,0.113901345291,0.209372642399
94,283,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.43222508,,,0.027989821883,0.00695231386481,3.34780613033,0.0022099058,0,0.0565734920423,0.209372642399
95,367,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,7,0,0,0.24853237,0.26490065,,,0.0151515151515,0.00695231386481,-0.104142420653,0.0003157008,0,0.375,0.209372642399
96,418,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.28595892,,,0.0258064516129,0.00695231386481,2.38844020409,0.0030307279,0,0.0186317150582,0.209372642399
97,449,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.7056075,,,0.0227848101266,0.00695231386481,2.27492652362,0.0027781671,0,0.722488038278,0.209372642399
98,768,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.3627685,,,0.0296296296296,0.00695231386481,3.77421074053,0.002715027,0,0.0737163192679,0.209372642399
99,1239,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,,,,0.5,0.00695231386481,3.32499826433,0.0006314016,0,0.333333333333,0.209372642399
100,1641,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,5,0,0,0.5981225,0.65486723,,,0.0151515151515,0.00695231386481,-0.104142420653,0.0022099058,0,0.678899082569,0.209372642399
101,1929,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.32921812,,,0.0212765957447,0.00695231386481,1.88052787145,0.006187736,0,0.264986376022,0.209372642399
102,2324,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.36619717,,,0.0,0.00695231386481,-0.957668684457,0.005430054,0,0.366391184573,0.209372642399
103,2594,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.69636965,,,0.00985221674877,0.00695231386481,-0.297644917109,0.004672372,0,0.696369636964,0.209372642399
104,2941,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,,,,0.181818181818,0.00695231386481,3.07147720679,0.0014522237,0,0.413793103448,0.209372642399
105,3209,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.8621908,,,0.00826446280992,0.00695231386481,-0.616543326385,0.0048617925,0,0.471116816431,0.209372642399
106,3867,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.19529653,,,0.0132158590308,0.00695231386481,-0.0214821393273,0.001199663,0,0.123879810227,0.209372642399
107,3918,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.19877301,,,0.0254656920538,0.00695231386481,12.9137002545,0.02778167,0,0.0601005427307,0.209372642399
108,3952,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.118487395,,,0.0125786163522,0.00695231386481,-0.275522930331,0.0010733828,0,0.104961832061,0.209372642399
109,4332,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.6782946,,,0.00278035217794,0.00695231386481,-2.18289623498,0.0006314016,0,0.143274078005,0.209372642399
110,4665,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.33405876,,,0.0115062761506,0.00695231386481,0.613876853009,0.0051143533,0,0.012753012753,0.209372642399
111,5735,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,,,,0.352112676056,0.00695231386481,30.1625199603,0.00037884098,0,0.355964346672,0.209372642399
112,40674,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,,,,0.0655737704918,0.00695231386481,3.00183796363,0.00094710244,0,0.355329949239,0.209372642399
113,75978,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.9601182,,,0.016632016632,0.00695231386481,2.31730136705,0.014648518,0,0.658904109589,0.209372642399
114,81030,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,,,,0.142857142857,0.00695231386481,0.781461195035,0.00044198113,0,0.16,0.209372642399
115,81413,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,0.024983985,,,0.0090027700831,0.00695231386481,0.667055850314,0.009976146,0,0.363062290481,0.209372642399
116,81659,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,1,0,0,0.1490327,0.30952382,,,0.0126582278481,0.00695231386481,-0.522512330627,0.00025256065,0,0.536585365854,0.209372642399
117,81875,319198,testing,23375,1831.0,Automotive,Nicole,160.0,4.5,10000.0,6.0,500.0,0,0,0,0.0,,,,1.0,0.00695231386481,11.9514437567,0.00012628033,0,0.25,0.209372642399
